               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_0 | MAE_energy_0_grad | GPU Memory (MB)
2022-05-31 04:51:39 |    99 |     1.000e-04 |     0.9930 |          1.0991 |       1.8120 |            0.7374 |            2848
2022-05-31 04:54:57 |   100 |     1.000e-04 |     0.9816 |          1.1148 |       1.7889 |            0.7576 |            2848
2022-05-31 04:58:16 |   101 |     1.000e-04 |     0.9861 |          1.0941 |       1.8375 |            0.7280 |            2848
2022-05-31 05:01:35 |   102 |     1.000e-04 |     0.9767 |          1.0237 |       1.5232 |            0.7197 |            2848
2022-05-31 05:04:54 |   103 |     1.000e-04 |     0.9781 |          1.1269 |       1.8720 |            0.7541 |            2848
2022-05-31 05:08:13 |   104 |     1.000e-04 |     0.9795 |          1.1173 |       1.8682 |            0.7440 |            2848
2022-05-31 05:11:31 |   105 |     1.000e-04 |     0.9714 |          1.0824 |       1.7724 |            0.7294 |            2848
2022-05-31 05:14:50 |   106 |     1.000e-04 |     0.9751 |          1.0907 |       1.7669 |            0.7375 |            2848
2022-05-31 05:18:09 |   107 |     1.000e-04 |     0.9607 |          1.1362 |       1.9387 |            0.7490 |            2848
2022-05-31 05:21:27 |   108 |     1.000e-04 |     0.9725 |          1.0541 |       1.5745 |            0.7411 |            2848
2022-05-31 05:24:46 |   109 |     1.000e-04 |     0.9638 |          0.9937 |       1.4987 |            0.6958 |            2848
2022-05-31 05:28:05 |   110 |     1.000e-04 |     0.9671 |          1.1027 |       1.8256 |            0.7382 |            2848
2022-05-31 05:31:24 |   111 |     1.000e-04 |     0.9610 |          1.1193 |       1.9133 |            0.7370 |            2848
2022-05-31 05:34:42 |   112 |     1.000e-04 |     0.9667 |          1.1349 |       1.9888 |            0.7385 |            2848
2022-05-31 05:38:01 |   113 |     1.000e-04 |     0.9586 |          1.1181 |       1.8505 |            0.7488 |            2848
2022-05-31 05:41:20 |   114 |     1.000e-04 |     0.9678 |          1.0523 |       1.7180 |            0.7103 |            2848
2022-05-31 05:44:39 |   115 |     1.000e-04 |     0.9570 |          1.0501 |       1.6555 |            0.7198 |            2848
2022-05-31 05:47:58 |   116 |     1.000e-04 |     0.9553 |          1.0292 |       1.5085 |            0.7290 |            2848
2022-05-31 05:51:18 |   117 |     1.000e-04 |     0.9520 |          1.0643 |       1.7521 |            0.7149 |            2848
2022-05-31 05:54:37 |   118 |     1.000e-04 |     0.9628 |          1.0906 |       1.8176 |            0.7276 |            2848
2022-05-31 05:57:55 |   119 |     1.000e-04 |     0.9557 |          1.0595 |       1.7367 |            0.7138 |            2848
2022-05-31 06:01:14 |   120 |     1.000e-04 |     0.9502 |          1.0234 |       1.5398 |            0.7169 |            2848
2022-05-31 06:04:33 |   121 |     1.000e-04 |     0.9480 |          1.0534 |       1.6589 |            0.7231 |            2848
2022-05-31 06:07:51 |   122 |     1.000e-04 |     0.9483 |          1.0638 |       1.6899 |            0.7262 |            2848
2022-05-31 06:11:10 |   123 |     1.000e-04 |     0.9433 |          1.1386 |       2.0933 |            0.7208 |            2848
2022-05-31 06:14:29 |   124 |     1.000e-04 |     0.9434 |          1.0894 |       1.8326 |            0.7239 |            2848
2022-05-31 06:17:48 |   125 |     1.000e-04 |     0.9470 |          1.0273 |       1.6306 |            0.7028 |            2848
2022-05-31 06:21:07 |   126 |     1.000e-04 |     0.9450 |          1.0251 |       1.5283 |            0.7207 |            2848
2022-05-31 06:24:26 |   127 |     1.000e-04 |     0.9374 |          1.0578 |       1.6976 |            0.7188 |            2848
2022-05-31 06:27:45 |   128 |     1.000e-04 |     0.9426 |          1.0474 |       1.6552 |            0.7175 |            2848
2022-05-31 06:31:04 |   129 |     1.000e-04 |     0.9483 |          1.0578 |       1.7121 |            0.7152 |            2848
2022-05-31 06:34:23 |   130 |     1.000e-04 |     0.9562 |          1.1002 |       1.9448 |            0.7124 |            2848
2022-05-31 06:37:42 |   131 |     1.000e-04 |     0.9308 |          1.0702 |       1.7860 |            0.7137 |            2848
2022-05-31 06:41:01 |   132 |     1.000e-04 |     0.9385 |          1.0311 |       1.5261 |            0.7278 |            2848
2022-05-31 06:44:20 |   133 |     1.000e-04 |     0.9323 |          0.9885 |       1.4753 |            0.6945 |            2848
2022-05-31 06:47:39 |   134 |     1.000e-04 |     0.9419 |          1.1082 |       1.9253 |            0.7238 |            2848
2022-05-31 06:50:58 |   135 |     1.000e-04 |     0.9247 |          1.1030 |       1.9220 |            0.7202 |            2848
2022-05-31 06:54:17 |   136 |     1.000e-04 |     0.9278 |          1.0316 |       1.6153 |            0.7103 |            2848
2022-05-31 06:57:37 |   137 |     1.000e-04 |     0.9237 |          1.0794 |       1.7607 |            0.7284 |            2848
2022-05-31 07:00:56 |   138 |     1.000e-04 |     0.9292 |          1.0492 |       1.6913 |            0.7111 |            2848
2022-05-31 07:04:19 |   139 |     1.000e-04 |     0.9255 |          1.0600 |       1.6957 |            0.7225 |            2848
2022-05-31 07:07:51 |   140 |     1.000e-04 |     0.9307 |          1.0697 |       1.8330 |            0.7040 |            2848
2022-05-31 07:11:25 |   141 |     1.000e-04 |     0.9285 |          1.0478 |       1.6994 |            0.7090 |            2848
2022-05-31 07:14:59 |   142 |     1.000e-04 |     0.9337 |          1.0623 |       1.6240 |            0.7388 |            2848
2022-05-31 07:18:31 |   143 |     1.000e-04 |     0.9265 |          1.0036 |       1.4996 |            0.7042 |            2848
2022-05-31 07:22:07 |   144 |     1.000e-04 |     0.9171 |          1.0221 |       1.6846 |            0.6866 |            2848
2022-05-31 07:25:40 |   145 |     1.000e-04 |     0.9246 |          1.0458 |       1.7168 |            0.7032 |            2848
2022-05-31 07:29:09 |   146 |     1.000e-04 |     0.9208 |          0.9956 |       1.4799 |            0.7007 |            2848
2022-05-31 07:32:42 |   147 |     1.000e-04 |     0.9163 |          1.0899 |       1.9458 |            0.7018 |            2848
2022-05-31 07:36:15 |   148 |     1.000e-04 |     0.9152 |          1.0635 |       1.7170 |            0.7209 |            2848
2022-05-31 07:39:44 |   149 |     1.000e-04 |     0.9174 |          1.0359 |       1.6833 |            0.7004 |            2848
2022-05-31 07:43:10 |   150 |     1.000e-04 |     0.9142 |          1.0061 |       1.5428 |            0.6985 |            2848
2022-05-31 07:46:36 |   151 |     1.000e-04 |     0.9139 |          1.0154 |       1.4869 |            0.7196 |            2848
2022-05-31 07:50:03 |   152 |     1.000e-04 |     0.9058 |          1.0400 |       1.6683 |            0.7076 |            2848
2022-05-31 07:53:29 |   153 |     1.000e-04 |     0.9099 |          1.0317 |       1.7488 |            0.6833 |            2848
2022-05-31 07:56:57 |   154 |     1.000e-04 |     0.9050 |          1.0296 |       1.5682 |            0.7157 |            2848
2022-05-31 08:00:23 |   155 |     1.000e-04 |     0.9104 |          1.0574 |       1.7772 |            0.7035 |            2848
2022-05-31 08:03:50 |   156 |     1.000e-04 |     0.9113 |          1.0580 |       1.6470 |            0.7290 |            2848
2022-05-31 08:07:17 |   157 |     1.000e-04 |     0.8972 |          1.0516 |       1.7911 |            0.6947 |            2848
2022-05-31 08:10:43 |   158 |     1.000e-04 |     0.9057 |          0.9913 |       1.5336 |            0.6854 |            2848
2022-05-31 08:14:10 |   159 |     1.000e-04 |     0.9020 |          1.0291 |       1.6362 |            0.7027 |            2848
2022-05-31 08:17:36 |   160 |     1.000e-04 |     0.9020 |          1.0136 |       1.5988 |            0.6962 |            2848
2022-05-31 08:21:03 |   161 |     1.000e-04 |     0.9031 |          1.0652 |       1.9089 |            0.6839 |            2848
2022-05-31 08:24:30 |   162 |     1.000e-04 |     0.9025 |          0.9926 |       1.3669 |            0.7206 |            2848
2022-05-31 08:27:57 |   163 |     1.000e-04 |     0.9016 |          1.0342 |       1.6848 |            0.6982 |            2848
2022-05-31 08:31:24 |   164 |     1.000e-04 |     0.9043 |          0.9548 |       1.4502 |            0.6662 |            2848
2022-05-31 08:34:51 |   165 |     1.000e-04 |     0.9028 |          1.1191 |       1.9430 |            0.7324 |            2848
2022-05-31 08:38:29 |   166 |     1.000e-04 |     0.8930 |          1.0027 |       1.5689 |            0.6895 |            2848
2022-05-31 08:50:38 |   167 |     1.000e-04 |     0.9083 |          1.0312 |       1.5991 |            0.7124 |            2848
2022-05-31 09:02:05 |   168 |     1.000e-04 |     0.8928 |          1.0027 |       1.4988 |            0.7049 |            2848
2022-05-31 09:10:41 |   169 |     1.000e-04 |     0.8955 |          0.9772 |       1.4851 |            0.6809 |            2848
2022-05-31 09:17:34 |   170 |     1.000e-04 |     0.8955 |          1.0312 |       1.7300 |            0.6867 |            2887
2022-05-31 09:28:27 |   171 |     1.000e-04 |     0.8893 |          1.0283 |       1.7136 |            0.6866 |            3053
2022-05-31 09:36:22 |   172 |     1.000e-04 |     0.8981 |          1.0048 |       1.5281 |            0.7000 |            3053
2022-05-31 09:43:59 |   173 |     1.000e-04 |     0.8888 |          0.9735 |       1.5081 |            0.6736 |            3053
2022-05-31 09:47:54 |   174 |     1.000e-04 |     0.8867 |          1.0231 |       1.7673 |            0.6695 |            3053
2022-05-31 09:54:16 |   175 |     1.000e-04 |     0.8858 |          1.0298 |       1.6322 |            0.7040 |            3053
2022-05-31 09:59:11 |   176 |     1.000e-04 |     0.8883 |          1.0221 |       1.6086 |            0.7011 |            3053
2022-05-31 10:05:50 |   177 |     1.000e-04 |     0.8876 |          0.9899 |       1.5200 |            0.6869 |            3053
2022-05-31 10:12:25 |   178 |     1.000e-04 |     0.8884 |          1.0778 |       1.7722 |            0.7243 |            3053
2022-05-31 10:15:45 |   179 |     1.000e-04 |     0.8823 |          1.0043 |       1.6092 |            0.6838 |            3053
2022-05-31 10:19:03 |   180 |     1.000e-04 |     0.8895 |          1.0246 |       1.6570 |            0.6941 |            3053
2022-05-31 10:22:21 |   181 |     1.000e-04 |     0.8775 |          1.0226 |       1.6821 |            0.6870 |            3053
2022-05-31 10:25:40 |   182 |     1.000e-04 |     0.8812 |          1.0186 |       1.5276 |            0.7151 |            3053
2022-05-31 10:28:58 |   183 |     1.000e-04 |     0.8800 |          1.0195 |       1.5705 |            0.7066 |            3053
2022-05-31 10:32:18 |   184 |     1.000e-04 |     0.8743 |          1.0210 |       1.7062 |            0.6807 |            3053
2022-05-31 10:39:29 |   185 |     1.000e-04 |     0.8797 |          1.0456 |       1.6998 |            0.7060 |            3179
2022-05-31 10:49:34 |   186 |     1.000e-04 |     0.8681 |          1.0413 |       1.6336 |            0.7164 |            3179
2022-05-31 10:59:48 |   187 |     1.000e-04 |     0.8748 |          0.9669 |       1.4670 |            0.6751 |            3179
2022-05-31 11:09:03 |   188 |     1.000e-04 |     0.8716 |          0.9753 |       1.5091 |            0.6748 |            3179
2022-05-31 11:18:14 |   189 |     1.000e-04 |     0.8737 |          1.0924 |       1.9058 |            0.7127 |            3179
2022-05-31 11:27:54 |   190 |     1.000e-04 |     0.8752 |          1.0545 |       1.8232 |            0.6909 |            3291
2022-05-31 11:37:52 |   191 |     1.000e-04 |     0.8693 |          1.0012 |       1.6095 |            0.6800 |            3291
2022-05-31 11:46:35 |   192 |     1.000e-04 |     0.8772 |          0.9425 |       1.4214 |            0.6594 |            3291
2022-05-31 11:53:55 |   193 |     1.000e-04 |     0.8639 |          0.9916 |       1.5006 |            0.6931 |            3291
2022-05-31 11:59:13 |   194 |     1.000e-04 |     0.8713 |          0.9597 |       1.5785 |            0.6459 |            3291
2022-05-31 12:09:45 |   195 |     1.000e-04 |     0.8700 |          1.0496 |       1.7991 |            0.6903 |            3291
2022-05-31 12:16:10 |   196 |     1.000e-04 |     0.8702 |          0.9985 |       1.5319 |            0.6931 |            3291
2022-05-31 12:24:05 |   197 |     1.000e-04 |     0.8672 |          0.9870 |       1.5821 |            0.6711 |            3291
2022-05-31 12:27:41 |   198 |     1.000e-04 |     0.8652 |          0.9795 |       1.4684 |            0.6875 |            3291
2022-05-31 12:31:24 |   199 |     1.000e-04 |     0.8663 |          0.9825 |       1.6378 |            0.6566 |            3291
2022-05-31 12:35:31 |   200 |     1.000e-04 |     0.8659 |          1.0392 |       1.9214 |            0.6558 |            3291
2022-05-31 12:44:22 |   201 |     1.000e-04 |     0.8630 |          0.9567 |       1.4725 |            0.6637 |            3291
2022-05-31 12:55:21 |   202 |     1.000e-04 |     0.8566 |          1.0031 |       1.5868 |            0.6873 |            3291
2022-05-31 13:03:12 |   203 |     1.000e-04 |     0.8580 |          1.0479 |       1.8187 |            0.6846 |            3291
2022-05-31 13:13:27 |   204 |     1.000e-04 |     0.8702 |          1.0013 |       1.5926 |            0.6836 |            3291
2022-05-31 13:22:59 |   205 |     1.000e-04 |     0.8609 |          0.9792 |       1.5473 |            0.6709 |            3291
2022-05-31 13:31:53 |   206 |     1.000e-04 |     0.8629 |          1.0108 |       1.5490 |            0.7020 |            3291
2022-05-31 13:41:21 |   207 |     1.000e-04 |     0.8552 |          0.9728 |       1.6013 |            0.6541 |            3291
2022-05-31 13:49:31 |   208 |     1.000e-04 |     0.8512 |          1.0263 |       1.8535 |            0.6567 |            3291
2022-05-31 13:59:12 |   209 |     1.000e-04 |     0.8544 |          0.9620 |       1.4813 |            0.6673 |            3291
2022-05-31 14:08:27 |   210 |     1.000e-04 |     0.8527 |          1.0046 |       1.6717 |            0.6711 |            3291
2022-05-31 14:16:40 |   211 |     1.000e-04 |     0.8478 |          0.9547 |       1.4549 |            0.6643 |            3437
2022-05-31 14:28:00 |   212 |     1.000e-04 |     0.8451 |          0.9628 |       1.5104 |            0.6615 |            3437
2022-05-31 14:38:03 |   213 |     1.000e-04 |     0.8461 |          0.9614 |       1.3854 |            0.6853 |            3437
2022-05-31 14:44:04 |   214 |     1.000e-04 |     0.8460 |          1.0188 |       1.7615 |            0.6667 |            3437
2022-05-31 14:52:44 |   215 |     1.000e-04 |     0.8498 |          1.0540 |       2.0074 |            0.6524 |            3437
2022-05-31 15:03:42 |   216 |     1.000e-04 |     0.8447 |          0.9761 |       1.4735 |            0.6826 |            3437
2022-05-31 15:11:55 |   217 |     1.000e-04 |     0.8380 |          0.9787 |       1.4856 |            0.6818 |            3437
2022-05-31 15:21:55 |   218 |     1.000e-04 |     0.8363 |          0.9561 |       1.4958 |            0.6586 |            3437
2022-05-31 15:31:52 |   219 |     1.000e-04 |     0.8427 |          0.9510 |       1.4212 |            0.6678 |            3437
2022-05-31 15:42:03 |   220 |     1.000e-04 |     0.8377 |          1.0277 |       1.7595 |            0.6766 |            3437
2022-05-31 15:52:26 |   221 |     1.000e-04 |     0.8397 |          0.9903 |       1.5711 |            0.6763 |            3437
2022-05-31 16:00:59 |   222 |     1.000e-04 |     0.8320 |          1.1051 |       2.1295 |            0.6787 |            3437
2022-05-31 16:10:28 |   223 |     1.000e-04 |     0.8329 |          0.9983 |       1.6713 |            0.6639 |            3437
2022-05-31 16:19:46 |   224 |     1.000e-04 |     0.8271 |          0.9845 |       1.5840 |            0.6687 |            3437
2022-05-31 16:29:05 |   225 |     1.000e-04 |     0.8308 |          0.9981 |       1.7123 |            0.6562 |            3437
2022-05-31 16:37:32 |   226 |     1.000e-04 |     0.8254 |          0.9309 |       1.3856 |            0.6550 |            3437
2022-05-31 16:46:18 |   227 |     1.000e-04 |     0.8282 |          1.0737 |       1.9273 |            0.6893 |            3437
2022-05-31 16:54:02 |   228 |     1.000e-04 |     0.8225 |          0.9681 |       1.5045 |            0.6694 |            3437
2022-05-31 17:02:24 |   229 |     1.000e-04 |     0.8249 |          0.9860 |       1.5687 |            0.6725 |            3437
2022-05-31 17:12:26 |   230 |     1.000e-04 |     0.8216 |          0.9853 |       1.5924 |            0.6681 |            3437
2022-05-31 17:17:08 |   231 |     1.000e-04 |     0.8218 |          0.9684 |       1.5405 |            0.6608 |            3437
2022-05-31 17:23:30 |   232 |     1.000e-04 |     0.8224 |          0.9148 |       1.3090 |            0.6542 |            3437
2022-05-31 17:30:11 |   233 |     1.000e-04 |     0.8130 |          0.9268 |       1.2808 |            0.6719 |            3437
2022-05-31 17:40:26 |   234 |     1.000e-04 |     0.8173 |          0.9913 |       1.5994 |            0.6723 |            3437
2022-05-31 17:50:34 |   235 |     1.000e-04 |     0.8185 |          0.9894 |       1.5318 |            0.6838 |            3437
